,Chloride,Label,Organic_Carbon,Solids,Sulphate,Turbidity,ph
36,1529.249896,1,97.77909258,582.691387,43.77427384,1603.734853,2.020093629
37,1969.102762,1,158.9061553,867.1313851,233.9828282,1079.317313,4.992520028
38,1521.016381,1,82.5850516,972.9699836,388.1673635,1232.99125,3.237773453
39,546.1443047,1,144.8068459,1703.561778,218.4170521,44.09268314,4.271709243
40,1516.118802,1,140.6847521,1290.653874,293.9827019,110.8269285,3.743062186
41,1987.296516,1,57.065686,1540.258253,316.081468,1084.87142,2.969759465
42,912.5626126,1,168.3260114,1228.612975,285.2320691,1297.130269,5.331808705
43,1185.651112,1,191.5023137,1630.788556,27.83236603,580.0145095,2.634664771
44,1709.19301,1,76.52390264,811.9377875,42.53408265,969.6558123,3.213242186
45,1769.765559,1,107.0865487,1474.176632,211.7895186,1524.228671,3.593955847
46,1807.527815,1,185.1024823,1500.084846,293.4600762,164.3516049,4.081708074
47,640.5376928,1,50.75395172,888.5316313,85.43696706,1736.32327,4.682354688
48,1575.140673,1,86.43247994,1409.202277,316.1048584,1851.498242,3.670192686
49,841.1517191,1,63.21395196,1870.667712,249.2753131,49.68595775,4.554639774
50,1945.29335,1,189.1833855,872.8058419,349.5924426,444.7878971,3.166938975
51,1342.138651,1,100.1612657,1318.553733,33.06214947,738.9051566,3.727261623
52,763.1144265,1,52.10651105,692.0888025,22.18212218,1536.571994,5.013526086
53,947.2705117,1,155.5658426,1768.601755,349.6780443,145.3047627,5.476869688
54,560.057597,1,50.88249672,552.5144536,115.0712295,1026.08474,3.404393508
55,706.7496019,1,180.3416285,760.6834092,127.5038357,164.4828889,3.861927326
56,1939.615623,1,68.15233324,1254.902946,348.2071262,1071.986801,3.102016375
57,1492.643536,1,195.1427585,1849.950586,267.8199051,1761.504411,2.902127993
58,1715.370398,1,185.8484687,1887.531486,330.0638742,1361.959642,4.007673206
59,1387.362078,1,130.5990234,747.965146,70.21076984,1734.953131,4.046527911
60,721.2889787,1,154.0849792,1192.480988,374.0833323,483.1323322,4.811902917
61,1743.859611,1,174.7155534,1924.837024,146.4669006,221.2200646,3.636127629
62,774.644639,1,128.5573444,1619.124117,228.5531193,1850.34626,2.13325984
63,1361.980129,1,167.0707528,1629.188421,377.3149704,1488.355464,5.731803444
64,1357.124147,1,188.4036161,1666.325965,258.055076,828.4057398,4.765802313
65,1057.511501,1,159.1984522,929.5405816,193.8830014,418.801796,3.91120513
66,1874.178142,1,60.25322673,1985.937278,113.3376457,846.6296315,4.928323493
67,942.8677573,1,91.49880251,1512.216347,29.30777439,1865.737669,5.420729404
68,1527.446862,1,94.21124288,911.2164172,304.2449188,150.6490846,2.775061136
69,1119.134614,1,169.1684179,966.8602715,109.2387031,1271.769983,2.010365092
70,1181.729926,1,184.7154612,1108.436672,322.5475866,349.3160585,5.445970185
71,872.5008814,1,65.58371644,1449.114065,163.3264629,1158.506855,2.259820141
72,1633.230366,1,166.3055583,1021.323874,272.5060944,729.0434375,2.699804589
73,1616.225854,1,123.4223441,1766.424714,34.51584083,831.2762051,5.23690812
74,1010.637341,1,84.81802666,1759.338438,228.9268846,569.721693,2.979204347
75,1189.819312,1,169.2246289,1585.730152,399.7902275,430.6239451,5.270657606
76,1619.605085,1,144.2889558,1608.587334,99.60699385,1670.056424,3.828434995
77,1488.927884,1,60.08062078,673.0955141,273.2452418,643.0160835,4.365842483
78,1278.535791,1,186.7653347,1089.228626,32.35826357,115.0923148,5.704400156
79,832.3647086,1,133.37358,1168.905146,271.7152384,139.7569519,2.408182297
80,680.4915747,1,85.80601753,1588.321478,68.57735701,1698.229915,3.441062808
81,1835.104839,1,59.6669284,1354.694052,24.72755064,233.5454133,2.065933644
82,609.1250229,1,176.0181007,1432.479351,212.2825722,1707.629536,3.896901619
83,1608.885805,1,157.8587534,1375.74247,339.8496042,770.6236772,5.175381
84,1303.589044,1,130.5861479,941.2328561,132.7585945,1204.740675,4.911547524
85,724.958443,1,112.700729,1637.970378,273.4042462,1301.937775,5.848018026
86,1744.983073,1,126.4186005,714.3568299,330.3409258,1002.413638,5.480890899
87,1134.75514,1,84.19123646,1314.838668,295.2148832,210.5761118,4.723088075
88,627.8686423,1,50.29588154,1809.823623,210.8294099,117.2386681,2.551811708
89,1549.897608,1,134.3900537,1695.689592,123.1691182,543.1709972,3.921854676
90,942.8601592,1,189.4557909,963.0301946,275.5810572,722.265004,3.855893201
91,910.0617543,1,135.7596718,1421.160956,184.3388441,1934.489624,4.440073464
92,1122.50427,1,147.956987,520.6299623,149.1418852,1883.483565,4.463304566
93,1676.574252,1,158.2925922,912.5297877,389.2260006,906.5728118,4.451009294
94,1544.72799,1,170.836113,551.5894558,53.91014585,1197.436067,3.931392122
95,895.3832164,1,95.91805128,1712.364453,275.6475597,1014.914454,2.208786799
96,1152.737986,1,181.4442174,743.5156677,127.4397333,1889.201344,3.858971043
97,909.2832747,1,178.8945718,1268.759606,220.1126816,769.7883709,5.768690349
98,754.1555192,1,82.40937582,1274.926016,27.90687411,192.236687,4.969790724
99,781.5351399,1,112.8215297,1322.863266,155.4185328,925.5314514,3.924694292
100,1281.833068,1,176.3581278,1200.669591,119.194643,554.3688069,3.680807081
101,1717.765175,1,158.1443406,894.1076579,46.39994311,1099.97069,4.766038882
102,1783.098847,1,51.22866295,1294.617876,126.5694734,1928.496337,5.469578551
103,1042.543405,1,176.9974268,880.1684906,247.7377078,1636.159224,2.174919398
104,1506.369488,1,148.6421784,611.3311255,34.66198556,1233.431057,4.499004637
105,1757.613996,1,110.2562768,956.7898258,104.6087577,1983.463224,5.142957404
106,1334.160538,1,108.313079,1313.959614,366.9217288,1731.912253,4.497358792
107,1065.858696,1,81.82407963,821.8666989,166.6242322,587.2539467,3.53821332
108,728.9601634,1,103.7924617,1874.649412,349.4049548,1074.319133,5.115418912
109,1887.063494,1,86.7395348,1241.471111,276.2717232,1403.842223,3.843234071
110,1336.471496,1,126.6773891,616.6035275,71.55659816,1598.192244,5.49990784
111,661.8459128,1,55.68250545,1795.218848,161.6039651,1003.860344,2.939213655
112,723.5064453,1,67.15260964,1977.639536,201.5071276,491.9572123,5.855100953
113,1711.332068,1,165.9212583,1699.981618,323.2844834,456.2862128,3.597550303
114,1668.379334,1,108.1353182,1645.965165,247.3619377,177.2693752,2.214281493
115,937.5258566,1,136.5524544,882.5966567,353.507163,1092.556195,5.316722461
116,755.8253305,1,116.7749229,588.7157148,308.2052502,682.7582543,3.477648013
117,1695.404987,1,145.613306,1381.097477,104.7771687,490.66579,4.875003328
118,1738.96496,1,83.69188918,1924.485074,393.4188207,1102.77343,5.27736294
119,1304.006257,1,159.8957933,1169.898902,132.0033122,216.3027918,4.068794927
120,1912.298617,1,142.6809919,1446.669879,136.4138965,53.60075028,5.277307573
121,1104.985783,1,166.4606869,788.6380382,277.4244179,148.1340177,5.440683358
122,1804.365903,1,89.99823231,1461.843464,143.282866,425.1831016,2.198053555
123,1821.844302,1,151.6088624,858.1381838,301.6555874,11.05766417,4.995582876
124,773.9151511,1,141.3711153,1477.464765,290.9894549,1404.051342,4.534685622
125,1709.45764,1,184.1972186,683.1350702,211.0760518,879.789547,4.336059965
126,661.2081699,1,65.01292535,1553.685303,313.7204932,807.9333035,3.263840135
127,1970.986121,1,160.483026,1946.10214,224.0860817,1159.853855,5.722994294
128,938.2548296,1,153.8314431,1324.496663,329.275011,161.9567583,3.679702951
129,1365.503572,1,92.32468472,1195.837659,71.51877804,672.5315071,2.963463762
130,1800.972784,1,170.1899676,679.9926234,33.03330019,927.6018938,5.657585873
131,1788.429898,1,110.8286272,1129.157228,172.4473658,337.8917081,3.032939418
132,1742.869534,1,77.55410895,1432.016512,270.2054817,424.5273281,3.42591676
133,1951.279252,1,171.7774067,1264.260353,262.6050918,1124.886359,5.935966641
134,1026.114327,1,53.22205304,726.9968974,85.09208518,23.43965077,4.394969505
135,944.7480118,1,57.01226319,1414.664884,381.6179236,360.147281,2.282665236
136,1673.591447,1,157.1395583,1729.745775,331.112629,842.5483799,3.752936818
137,1491.271175,1,188.1434935,569.0421049,315.9595623,1023.832206,3.335928762
138,795.1160055,1,103.4714917,1543.822528,393.6258252,942.0322045,2.926740409
139,607.2019344,1,153.0211408,1251.517972,53.09399052,1853.40106,2.872680649
140,1419.766621,1,131.0590702,934.908203,388.2625743,633.5866134,3.399752246
141,1042.651131,1,52.25829797,1817.091154,383.257455,694.2786999,5.591638006
142,1322.636754,1,137.8427752,1138.032495,246.5774658,1826.30895,5.058189651
143,995.9663377,1,100.8647731,1855.021187,212.8496146,1918.40879,3.24869319
144,1948.166591,1,68.19717867,719.4804057,331.3649821,1257.915741,2.293391316
145,1852.36848,1,79.62502056,1250.430832,287.6368708,479.0132246,2.943553383
146,1334.842391,1,160.8381396,1238.835331,251.2972384,1774.776008,3.046612239
147,1075.938523,1,165.7809566,1426.262171,68.3534266,1098.734437,5.769454044
148,646.8982802,1,134.9526488,1654.371871,390.2770198,723.670347,2.932043036
149,819.9101142,1,71.43982211,1818.396427,91.17126316,1021.267202,3.624111214
150,1721.298168,1,151.1019335,1397.175342,67.52188928,190.6764576,2.886522183
151,624.8558701,1,80.69910446,1595.050749,266.5652874,528.9244232,3.729311608
152,1626.685324,1,141.1100844,879.3355112,238.3926701,1275.1199,5.641233575
153,1432.482719,1,91.30886472,1877.06803,339.6135792,1948.660624,4.219849131
154,1365.697548,1,168.8660952,1343.461715,79.74285681,476.3786168,4.069941147
155,1551.148816,1,98.67125454,710.9574335,144.0573703,1724.86098,5.087131151
156,616.5449746,1,188.506408,1101.757529,32.62079494,254.4895734,5.345119876
157,1670.408551,1,164.3926762,1079.126799,310.7764281,1365.66417,3.10194898
158,1497.754002,1,82.53444345,1539.269872,221.8713069,167.2300013,2.027306148
159,968.5511168,1,69.43567742,513.341265,181.302381,115.5371086,4.164622851
160,547.8513661,1,177.118175,1736.883541,257.9248106,1387.568417,5.231246689
161,1680.647256,1,160.9985396,635.8813869,139.3139339,989.3828052,4.782238867
162,564.4924678,1,113.3015044,895.7391708,345.0195176,1953.596312,4.409120033
163,1058.995389,1,151.0633189,800.1582711,315.7915493,1295.362252,2.881317063
164,1377.997233,1,114.649066,1293.148104,287.8336829,149.2562466,5.386946234
165,1470.626666,1,109.3156497,1063.095269,373.3113758,1431.252366,2.464707497
166,1624.769682,1,159.1015462,1957.228113,264.1268896,1138.359974,5.391483093
167,1666.109002,1,161.6955915,1703.737346,287.6597424,189.1308829,3.677885982
168,1386.771412,1,128.4030005,1395.489857,247.3277258,356.0136431,4.830852332
169,590.7429059,1,189.5048035,1051.761106,216.2750924,1426.657313,5.239752356
170,1611.838004,1,151.7082295,1613.614628,337.90825,1938.442492,2.675662856
171,635.6298592,1,130.5523898,835.6073002,112.9858696,1864.845817,3.323420412
172,1282.198076,1,183.3334734,1558.352381,377.6339723,1291.98035,5.185524644
173,1212.829404,1,125.6936353,922.031889,390.3299505,1849.567818,4.196778156
174,1259.435564,1,145.0520015,564.6956503,41.70127698,921.1606767,3.026401851
175,1710.269903,1,189.4468105,1552.465701,73.57579924,456.2107814,2.794663693
176,1022.59518,1,161.0997079,1969.708267,110.3709674,1759.110913,2.006854211
177,715.2639476,1,65.92429328,552.0756034,363.780899,1818.638943,3.214859849
178,1284.352689,1,121.5084761,1576.241943,83.1209363,147.6882876,5.598786678
179,1404.924609,1,135.7135236,631.7153802,188.4060507,1883.907124,5.154346622
180,971.8273397,1,93.28808832,1158.424709,70.82782114,640.196387,5.418498716
181,1039.74826,1,127.740615,1926.612202,300.5544836,1749.291783,2.708269524
182,1594.029729,1,189.6765125,781.3246952,320.9042153,1368.54394,5.075883062
183,803.9954667,1,148.3575056,1934.156033,155.7797177,854.9861228,2.380200294
184,1942.842649,1,150.6851305,779.4544945,118.9746643,1920.350666,5.402752675
185,1747.793285,1,147.154518,1222.209685,331.8156103,64.09945985,4.132504009
186,1839.369106,1,185.0853209,611.5907328,374.2555255,871.8666131,5.324916132
187,566.8159364,1,96.96031576,1899.712662,50.41098483,1269.092613,2.025347328
188,1955.327078,1,130.1635118,1408.743854,172.7723278,469.2425633,2.389842123
189,1403.185659,1,169.7319807,1002.595245,309.0754996,1099.160812,5.98922447
190,802.417069,1,183.5937136,1165.504763,189.5466653,808.6425787,3.043694694
191,606.1486778,1,117.2735089,1465.268766,101.5515176,23.18723705,5.725750601
192,1429.913455,1,179.3655159,1603.918957,113.3623908,1469.08562,3.133871666
193,1681.62551,1,133.3352123,1197.609697,309.9013381,1966.883293,2.000870114
194,1377.351639,1,71.89910127,1509.374465,202.2054184,1830.74167,3.522481698
195,996.559162,1,87.2490587,1776.365703,235.9779467,692.9825494,2.582802531
196,1522.773625,1,154.9114655,906.2430623,389.9668713,1185.769034,5.44939626
197,1878.683436,1,109.5807346,1476.121562,139.7580241,555.9512138,2.800108765
198,1078.087483,1,110.7234675,1845.633535,288.3403844,1383.74776,4.602517801
199,541.0872734,1,168.4094127,1157.199424,168.5575953,925.9875622,3.959671123
200,1670.929162,1,197.852026,1298.199161,69.38330275,378.1977714,5.085258912
201,1249.088173,1,196.2456378,1146.721738,326.1102358,56.87681282,4.296697511
202,598.3430497,1,174.6634257,543.5686658,177.2460666,68.28897395,5.957848936
203,1253.158272,1,141.8915673,817.4269558,80.03235409,1358.528272,4.441959123
204,1464.347608,1,115.5008619,898.3964796,35.14938949,1856.791195,5.028465796
205,1801.485782,1,50.89027649,1317.862009,163.4086677,1147.443665,2.019935623
206,1868.180016,1,112.2347271,721.8015634,194.9199039,841.3558343,2.557366639
207,1745.391492,1,67.90574113,1222.883139,211.9035621,28.39332867,3.902512486
208,1816.178284,1,57.02785682,1323.149749,99.22105126,1381.993941,2.993836472
209,1100.562049,1,55.20211407,1960.788513,151.4507319,863.6735101,2.060162117
210,985.8669731,1,158.4099475,1353.014294,381.8126925,583.0776189,5.335793643
211,1521.384773,1,180.7672129,1941.187494,87.70888063,1078.556032,4.984578981
212,1555.597087,1,123.8683911,1707.198649,276.3883518,1319.898464,2.259462669
213,1932.989205,1,136.6838123,1858.293369,50.45856612,627.3387472,5.899599728
214,869.4928465,1,102.2997803,1082.338096,148.8121412,1875.26419,4.185550572
215,1101.915958,1,124.8415586,1231.84273,61.95394958,506.8313797,2.797731181
216,1752.681252,1,56.86482332,1449.879714,284.9347058,1146.030927,3.357058332
217,514.0894804,1,74.74653554,946.9935035,201.9331262,1654.94419,4.241475014
218,1915.577352,1,127.1253046,1053.342964,47.80264702,1734.115924,4.105310944
219,1975.085464,1,126.6770637,1026.983958,27.78353728,108.1813735,4.87393984
220,1282.403683,1,147.2413193,1466.538687,213.7134785,574.8865142,5.117433968
221,1726.930543,1,169.4890351,1125.797593,185.6122556,1876.681435,3.86808362
222,1131.862272,1,64.02297259,1179.356128,168.2364433,823.0567796,3.580176986
223,1210.573646,1,70.86416138,1955.417399,78.09057202,1809.567979,3.655799796
224,1910.871787,1,77.69799384,1606.848658,291.9571983,69.27977805,5.616578564
225,591.5446684,1,82.12927336,1304.718874,378.0748602,86.47572346,4.061817028
226,1046.458608,1,187.2904898,1494.921985,137.2690793,1044.018584,4.849104577
227,1317.390254,1,59.7550331,567.6451435,286.6884785,711.404305,4.831965526
228,1639.708979,1,181.699087,1400.660931,174.2653733,1191.453245,2.685515974
229,1141.725763,1,57.48195995,1248.275452,146.4842979,583.7661512,2.781788684
230,515.8170771,1,110.3372088,1864.8167,366.8204013,1088.51122,5.486564295
231,1875.075815,1,74.74945449,931.3145793,81.01047953,766.6335228,3.097262073
232,604.9703865,1,116.0414355,1656.677073,100.5435525,21.56455977,2.317831317
233,707.4206563,1,149.7221118,1340.055224,26.32981254,1780.040514,2.723479839
234,1981.816035,1,177.0247896,1676.471778,304.664362,1510.403793,3.436271608
235,1644.12181,1,112.0287819,824.5350527,319.9195643,1566.8784,4.07390839
236,956.5071602,1,120.5270323,1675.056102,143.6998966,401.4489303,4.885256344
237,1235.483773,1,179.6872628,1612.992128,84.59141518,849.5042858,2.846397068
238,778.7611999,1,140.4256181,1060.2205,251.3546856,689.3770739,4.079167231
239,696.4574314,1,170.9388223,993.1738366,38.11184556,300.2102121,2.570446133
240,1936.672474,1,137.4403106,1946.490199,363.4574028,672.6100493,2.172009096
241,1504.119129,1,171.3033845,729.2446579,60.83091457,1098.725949,4.989791375
242,1705.602946,1,104.4923761,760.8042696,162.4480957,405.602846,2.788952259
243,1679.605046,1,120.5203556,1399.933455,149.8253385,908.641551,2.009854325
244,1717.541948,1,99.57224672,976.9549138,397.6488086,501.7713412,5.053119907
245,970.6839711,1,144.8387039,1002.370235,264.0568598,1163.748287,4.18839656
246,1142.850108,1,66.36348589,569.54816,376.5533506,990.5070334,5.082828344
247,1304.192694,1,110.6153965,929.6634367,120.0066917,1893.914665,4.79126432
248,543.8241933,1,86.77916715,1318.714053,394.4395818,315.6117603,5.95623819
249,1802.35388,1,60.60983743,1905.598714,144.724941,1196.54539,5.206413616
250,1652.439549,1,122.6185548,968.7035889,375.4428324,403.899439,4.603724146
251,503.6706509,1,87.6974018,1806.714202,122.1284735,1826.32218,4.52586747
252,524.690862,1,73.20405177,1546.996825,372.9918291,1567.340757,5.275909184
253,1035.836809,1,75.23821155,746.9455309,297.1149658,1747.621743,2.384639527
254,1658.32678,1,175.8869632,1407.252261,133.1133321,1598.104024,2.169747622
255,547.7640218,1,89.67026017,1829.541042,83.68712175,944.235303,5.134843028
256,1733.720199,1,99.46365501,1351.764646,377.6029368,866.0737154,2.269595589
257,1198.771684,1,148.8402566,1740.14844,352.2995784,1641.905071,5.248009416
258,1351.12302,1,193.477617,1634.275918,334.7648086,1248.925771,2.034875863
259,1579.20369,1,152.9731306,1335.194359,147.1793361,168.4370147,2.884003686
260,1451.789064,1,115.1233703,1659.150799,104.0246579,482.5527584,5.043081799
261,1880.964684,1,174.5931652,1660.57226,106.2876224,38.08768946,3.569499041
262,1783.157569,1,137.4727801,1236.172461,219.3322465,966.8708847,5.819899145
263,1736.044304,1,76.80570117,1439.971284,180.6739843,1570.997549,5.662328097
264,937.0825737,1,64.23545766,1775.620541,315.7475313,1496.032947,2.702899799
265,1344.463075,1,130.266385,1678.581283,359.3907233,852.3651274,5.547344666
266,905.7791633,1,121.6653408,1936.184048,368.2561986,1279.851494,2.444358441
267,661.0444856,1,143.7870489,1738.556167,185.2217481,988.7391456,3.736297052
268,1256.831826,1,83.93783064,1309.810361,90.85091637,1166.049724,4.333966402
269,1432.795801,1,74.83586821,1616.369274,287.5306392,1504.910973,2.490542787
270,880.299386,1,77.5675986,1189.756461,97.24056688,1349.154465,3.018264542
271,682.8053805,1,94.48352874,1260.949604,25.77036586,716.5291821,2.853952921
272,686.6628396,1,166.7004241,1083.798754,146.8950778,1810.568145,2.563229618
273,895.8023108,1,174.4355913,1403.870121,318.3179989,1774.223974,3.149608831
274,1489.168207,1,89.02878568,1140.555206,34.49778345,1394.718537,2.431108687
275,654.34806,1,184.0066954,1151.520986,145.3562982,1219.721657,5.723683561
276,1699.049124,1,183.6182722,1793.465373,311.9312859,262.3613273,4.570966617
277,804.917425,1,113.9308863,661.798862,51.3095929,557.1150615,3.255792384
278,661.2457814,1,106.716903,1807.414164,57.42163201,58.27094348,2.745931093
279,554.8574383,1,184.1793939,1722.108339,350.5267379,448.975353,2.360398784
280,917.3331106,1,188.0614384,674.7738442,55.18908277,1647.017948,4.69773581
281,1933.042884,1,61.52852268,1197.882505,300.5325809,1489.346297,4.201154188
282,662.5749298,1,108.9221983,1071.840793,266.4246261,471.3906569,3.474115006
283,1835.226009,1,85.51508951,754.7619906,364.2518695,268.6555329,5.897827391
284,985.2263857,1,112.4444966,1187.911624,387.4769955,1306.804355,3.463757407
285,1237.371953,1,122.1137555,687.0052531,63.36266413,760.0685105,4.797221923
286,1060.290762,1,160.2047247,513.8938037,68.18829171,838.0563244,3.649984107
287,1497.402947,1,131.8570503,1721.375321,126.3773441,658.407634,3.082006387
288,567.3418221,1,136.4070228,856.9834157,43.98763208,1347.599986,3.802199
289,1954.925513,1,151.1847077,1496.857769,177.9333933,727.3873752,2.317281305
290,893.0568798,1,150.6091651,523.6388716,73.16681864,1489.470315,4.509243934
291,766.8323102,1,61.69269142,1958.151587,125.0156045,1971.358591,2.030096279
292,1344.570617,1,193.469429,502.3090677,70.65366957,1906.247377,3.738612146
293,1476.052211,1,75.18238804,1533.331547,197.4515094,1780.49672,2.7219979
294,1255.639947,1,165.0173446,1386.205551,137.2094205,532.9191936,2.097242286
295,1633.790956,1,187.9995327,1430.147345,260.0264142,1738.547428,3.941143534
296,1268.578105,1,100.0197029,699.6313892,295.0896238,714.7244411,3.163546257
297,1918.054864,1,177.0622421,1962.608286,198.0767389,872.5076348,4.455132784
298,1351.227585,1,66.65626206,1406.010698,168.010163,1186.681651,4.510573845
299,1070.725889,1,117.8939682,970.6800981,336.8092047,1968.142768,3.47238617
300,1099.268342,1,178.1317265,750.5748947,127.8189287,1377.189264,5.056917924
301,1552.468612,1,59.45127924,1939.453644,139.1917217,455.7065635,3.678241221
302,1712.645555,1,129.8844444,1015.58143,251.7078897,416.2088762,3.813268373
303,703.2692376,1,117.7199247,1015.311327,182.8238873,909.5097589,4.413911775
304,1694.057216,1,141.6070532,1298.753544,23.33857738,1972.170722,3.399608577
305,1089.51835,1,73.64899458,826.9206569,303.1565239,294.7538818,5.083377707
306,1751.309328,1,133.706773,613.3440213,47.9269873,1942.170299,4.830241569
307,1856.455845,1,145.6971695,1675.515978,24.74065243,869.5383675,4.178411887
308,606.8547257,1,190.2947696,1876.493014,395.7580054,749.6444688,5.55266872
309,1419.70617,1,100.4992037,1063.747127,246.171909,1793.231157,4.351962919
310,1833.207685,1,76.76782831,1251.709021,369.6342981,917.0957817,5.149555544
311,1880.091537,1,167.6035868,972.6656077,167.8106113,676.2109026,4.069188942
312,1138.117214,1,151.4757031,1187.049744,58.51361809,1740.599328,5.430777732
313,835.5701247,1,65.46765101,1135.217467,374.5169825,537.039253,5.160572555
314,717.6869571,1,185.3468354,1590.1081,262.1415744,1335.570152,3.082062754
315,922.6345749,1,172.2645838,1168.384281,290.4925634,281.9588922,2.665838483
316,1651.587763,1,184.3952099,574.1741179,355.9102272,976.6679609,5.40003637
317,1042.400706,1,147.9218208,1228.725834,207.082442,541.5233585,4.441675168
318,968.2743536,1,157.8323066,1908.097613,250.8413076,1453.439704,2.746450503
319,1215.184441,1,170.1100573,1930.580742,276.4445739,1545.266059,3.059328029
320,1927.594783,1,127.5481775,1000.215974,277.80813,606.2916154,3.039844156
321,805.3641559,1,123.1270375,803.3082919,110.9781015,1897.69649,2.823967601
322,1758.491153,1,191.6677575,1792.398899,341.0172564,1901.262357,2.616643609
323,1167.3019,1,176.9617444,1822.637892,56.39228772,181.1889888,2.328943034
324,883.3445906,1,145.3487484,1260.442854,186.7067193,1107.166717,3.119960289
325,1334.22827,1,142.5178139,1359.51716,321.5141742,1371.129275,2.498188921
326,778.6153968,1,66.95668214,1790.368939,305.9275531,415.2861997,2.929529781
327,551.5727743,1,85.01147812,725.2481271,144.2964864,993.3168533,2.76929095
328,1196.378951,1,59.07885074,796.2138825,347.52803,661.8407094,5.267628685
329,1841.711592,1,72.27859362,672.5787664,212.5388523,1834.294969,2.047690464
330,1186.335507,1,52.45285465,636.7555164,298.6607405,1633.912407,4.682423986
331,1891.149267,1,66.10287947,1415.787176,190.141074,373.1873673,3.998464119
332,1663.859271,1,151.2383659,1074.581963,202.5159129,309.070207,4.839407704
333,900.4971444,1,113.5765344,751.9115152,115.1343955,1238.816186,3.991864572
334,1864.760234,1,199.4825373,1335.143471,188.8799733,1462.755684,3.5237847
335,1073.466231,1,169.6676856,1500.632322,39.1014404,786.9867511,4.068394356
336,1141.561199,1,66.33285575,1021.257652,148.5016005,1742.38549,3.168607127
337,1812.833514,1,134.2386106,1101.293185,180.6350845,1457.398435,4.72066684
338,699.5225657,1,134.6638292,851.4858701,377.0022769,683.2988629,3.382752168
339,564.5207309,1,199.0851687,1643.844511,22.26665685,1087.48538,4.665350189
340,1793.487535,1,127.0266924,1221.2989,62.54610755,204.4625946,4.485636913
341,1458.551414,1,178.8814535,1342.249136,287.2193143,1785.446864,2.042678815
342,1880.76629,1,150.7429982,1710.564971,88.96210407,782.1387655,5.416592865
343,1477.953412,1,61.04874677,859.3476875,350.2937701,1779.438946,4.279075865
344,1828.287864,1,109.8780089,936.3923679,103.5995193,1672.769167,2.342377865
345,828.0913841,1,122.9378822,1668.380947,52.46686097,562.7788257,3.915934838
346,1047.529426,1,112.0582811,1546.934221,398.940525,1005.714606,4.417736447
347,1652.713058,1,126.7229967,608.8777192,327.9191275,770.8273745,4.680331667
348,974.272541,1,106.990593,860.5127106,193.534503,1979.031056,4.912299429
349,1578.012492,1,104.9258754,1512.312987,367.9146727,50.24210208,4.830312426
